fortune_company_id,fortune_rank,fortune_revenues,fortune_revchange,fortune_profits,fortune_prftchange,fortune_assets,fortune_mktval,fortune_rankchange1000,fortune_employees,fortune_rankchange,name,fortune_sector,fortune_industry,fortune_hqcity,fortune_hqstate,fortune_rankgain,fortune_rankdrop,fortune_newcomer,fortune_profitable,fortune_ceofounder,fortune_ceowoman,fortune_jobgrowth,fortune1000-y-n,best-company-y-n,permalink
394,782,3310,21.5,371,,7883,5679.7,12,5600,,light & wonder,"hotels, restaurants & leisure","hotels, casinos, resorts",las vegas,nv,,,no,yes,no,no,no,no,no,https://fortune.com/company/scientific-games/fortune500/
395,779,3337.8,8.4,131.6,439.3,2274.9,1701.9,-43,59491,,brinker international,"hotels, restaurants & leisure",food services,dallas,tx,,,no,yes,no,no,no,no,no,https://fortune.com/company/brinker-international/fortune500/
396,781,3318.3,15.2,360.1,,4949.8,3391.5,-9,4900,,peabody energy,energy,"mining, crude-oil production",st. louis,mo,,,no,yes,no,no,yes,no,no,https://fortune.com/company/peabody-energy/fortune500/
397,774,3362.7,56.2,363.8,1351.4,3913.2,1669.6,150,11895,,franchise group,retailing,specialty retailers: other,delaware,oh,,,no,yes,no,no,yes,no,no,https://fortune.com/company/franchise-group/fortune500/
398,776,3350.5,87.1,21.7,-79.8,1270.1,826.5,,2218,,crossamerica partners,energy,"oil and gas equipment, services",allentown,pa,,,no,yes,no,no,yes,no,no,https://fortune.com/company/crossamerica-partners/fortune500/
399,775,3350.8,30.2,392.1,102.5,41942.4,,48,1157,,nlv financial,financials,"insurance: life, health (stock)",montpelier,vt,,,no,yes,no,no,yes,no,no,https://fortune.com/company/nlv-financial/fortune500/
400,777,3344,22.4,1454,376.7,14204,3369.4,15,8200,,mr. cooper group,financials,diversified financials,coppell,tx,,,no,yes,no,no,no,no,no,https://fortune.com/company/mr-cooper-group/fortune500/
401,773,3364.2,-6.8,10.8,,1671.7,890.8,-118,2200,,scansource,wholesalers,wholesalers: electronics and office equipment,greenville,sc,,,no,yes,yes,no,no,no,no,https://fortune.com/company/scansource/fortune500/
402,771,3369.8,54.7,463.8,,6224.2,7234,145,15114,,boyd gaming,"hotels, restaurants & leisure","hotels, casinos, resorts",las vegas,nv,,,no,yes,no,no,yes,no,no,https://fortune.com/company/boyd-gaming/fortune500/
403,772,3368.9,-0.6,138.9,18.2,2461.9,2298.6,-87,19200,,plexus,technology,semiconductors and other electronic components,neenah,wi,,,no,yes,no,no,no,no,no,https://fortune.com/company/plexus/fortune500/
404,770,3372.8,9.2,588.9,45.6,6028.2,17744.1,-40,6495,,take-two interactive software,media,entertainment,new york,ny,,,no,yes,no,no,yes,no,no,https://fortune.com/company/take-two-interactive-software/fortune500/
405,766,3409,30.4,250,,3306,3871.1,47,4500,,cabot,chemicals,chemicals,boston,ma,,,no,yes,no,no,no,no,no,https://fortune.com/company/cabot/fortune500/
406,767,3408,16,435.4,140.6,4486.6,6158.9,-10,11000,,crane holdings,industrials,industrial machinery,stamford,ct,,,no,yes,no,no,no,no,no,https://fortune.com/company/crane/fortune500/
407,768,3407.5,20.8,665.6,10.7,19608.7,16182.8,10,4684,,atmos energy,energy,utilities: gas and electric,dallas,tx,,,no,yes,no,no,no,no,no,https://fortune.com/company/atmos-energy/fortune500/
408,765,3415.8,17.2,1953.3,43.9,17380.9,68438.2,-3,5800,,public storage,financials,real estate,glendale,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/public-storage/fortune500/
409,769,3379.2,15.6,403.8,63.9,10461.4,5391.5,-8,2440,,selective insurance group,financials,insurance: property and casualty (stock),branchville,nj,,,no,yes,no,no,yes,no,no,https://fortune.com/company/selective-insurance-group/fortune500/
410,759,3461,2.9,903,9.2,6522,31376.6,-70,4700,,brown-forman,"food, beverages & tobacco",beverages,louisville,ky,,,no,yes,no,no,no,no,no,https://fortune.com/company/brown-forman/fortune500/
411,763,3438.6,13.4,139.9,,2790.9,5139,-19,6334,,option care health,health care,health care: pharmacy and other services,bannockburn,il,,,no,yes,no,no,yes,no,no,https://fortune.com/company/option-care-health/fortune500/
412,761,3454,-7.3,717,74,80605,2592.3,-117,5263,,navient,financials,diversified financials,wilmington,de,,,no,yes,no,no,no,no,no,https://fortune.com/company/navient/fortune500/
413,759,3461,4,306.3,23.4,3575.1,6628.9,-63,13000,,acuity brands,industrials,"electronics, electrical equip.",atlanta,ga,,,no,yes,no,no,yes,no,no,https://fortune.com/company/acuity-brands/fortune500/
414,756,3475.7,28.5,238.4,96.5,2116.1,7255.5,46,5475,,siteone landscape supply,wholesalers,wholesalers: diversified,roswell,ga,,,no,yes,no,no,yes,no,no,https://fortune.com/company/siteone-landscape-supply/fortune500/
415,758,3461.2,8.2,651.6,17,8138.7,19210,-47,8700,,akamai technologies,technology,internet services and retailing,cambridge,ma,,,no,yes,yes,no,yes,no,no,https://fortune.com/company/akamai-technologies/fortune500/
416,757,3463.9,44.4,245.3,684.8,2512,5787.8,103,73300,,texas roadhouse,"hotels, restaurants & leisure",food services,louisville,ky,,,no,yes,no,no,yes,no,no,https://fortune.com/company/texas-roadhouse/fortune500/
417,753,3494.8,2,529,13,6814.5,12148.2,-74,1196,,cboe global markets,financials,securities,chicago,il,,,no,yes,no,no,yes,no,no,https://fortune.com/company/cboe-global-markets/fortune500/
418,754,3486.4,15.3,339.7,209.7,3201.8,3763.4,-9,15900,,carter's,apparel,apparel,atlanta,ga,,,no,yes,no,no,no,no,no,https://fortune.com/company/carters-2/fortune500/
419,752,3497.6,0.2,115.6,10.1,2543.3,1269.8,-79,10810,,primoris services,engineering & construction,engineering & construction,dallas,tx,,,no,yes,no,no,yes,no,no,https://fortune.com/company/primoris-services/fortune500/
420,755,3486.2,28.3,324,31.2,4258.5,5987.1,40,13006,,topbuild,engineering & construction,engineering & construction,daytona beach,fl,,,no,yes,no,no,yes,no,no,https://fortune.com/company/topbuild/fortune500/
421,748,3514.8,-0.3,78.3,-22,2646.4,,-81,2834,,medical mutual of ohio,financials,"insurance: life, health (mutual)",cleveland,oh,,,no,yes,no,no,no,no,no,https://fortune.com/company/medical-mutual-of-ohio/fortune500/
422,751,3498.2,49.8,-68.9,-303.8,1418.3,433.7,135,757,,sprague resources,energy,"oil and gas equipment, services",portsmouth,nh,,,no,no,no,no,no,no,no,https://fortune.com/company/sprague-resources/fortune500/
423,749,3501.9,-1.7,10.1,,2494.9,1504.7,-86,2600,,granite construction,engineering & construction,engineering & construction,watsonville,ca,,,no,yes,no,no,no,no,no,https://fortune.com/company/granite-construction/fortune500/
424,750,3501.6,20.9,195.6,39,3447.2,5083.4,16,11041,,valmont industries,materials,metals,omaha,ne,,,no,yes,no,no,yes,no,no,https://fortune.com/company/valmont-industries/fortune500/
425,747,3533.1,512.8,772.2,,39742.2,5125,,12296,,rithm capital,financials,real estate,new york,ny,,,no,yes,no,no,yes,no,no,https://fortune.com/company/new-residential-investment/fortune500/
426,744,3541.1,-5,125.9,-3.4,4749.8,4681.4,-101,16000,,flowserve,industrials,industrial machinery,irving,tx,,,no,yes,no,no,no,no,no,https://fortune.com/company/flowserve/fortune500/
427,743,3557.4,6.5,111.9,32.7,2242,1963,-50,4155,,super micro computer,technology,"computers, office equipment",san jose,ca,,,no,yes,yes,no,yes,no,no,https://fortune.com/company/super-micro-computer/fortune500/
428,746,3538.9,22.2,487.1,41.2,3474.4,10032.2,21,13700,,a.o. smith,industrials,"electronics, electrical equip.",milwaukee,wi,,,no,yes,no,no,no,no,no,https://fortune.com/company/a-o-smith/fortune500/
429,745,3540.2,21.1,391,7.3,7024.3,14425.4,15,19300,,charles river laboratories international,health care,health care: pharmacy and other services,wilmington,ma,,,no,yes,no,no,yes,no,no,https://fortune.com/company/charles-river-laboratories-intl/fortune500/
430,740,3602.3,14.2,54.5,,5854.3,2029.6,-22,45000,,advantage solutions,business services,"advertising, marketing",irvine,ca,,,no,yes,no,yes,yes,no,no,https://fortune.com/company/advantage-solutions/fortune500/
431,742,3558.3,20.7,-159.2,,8881.3,2728.1,11,9990,,iheartmedia,media,entertainment,san antonio,tx,,,no,no,no,no,yes,no,no,https://fortune.com/company/iheartmedia/fortune500/
432,738,3620.7,2.5,500.2,38.4,4865.2,9223.4,-72,7205,,ciena,technology,network and other communications equipment,hanover,md,,,no,yes,no,no,yes,no,no,https://fortune.com/company/ciena-2/fortune500/
433,739,3619.9,8.7,98,25.4,1705.8,2434.1,-45,10400,,pricesmart,retailing,general merchandisers,san diego,ca,,,no,yes,no,yes,yes,no,no,https://fortune.com/company/pricesmart/fortune500/
434,741,3588.6,35.9,683.9,,4014.4,4284.6,70,38000,,h&r block,financials,diversified financials,kansas city,mo,,,no,yes,no,no,no,no,no,https://fortune.com/company/hr-block/fortune500/
435,733,3660.8,-6.6,64.1,-35,3830.9,4012,-108,15500,,parsons,aerospace & defense,aerospace & defense,centreville,va,,,no,yes,no,yes,no,no,no,https://fortune.com/company/parsons/fortune500/
436,734,3659.1,16.2,492.7,26.4,7099.6,18122.7,-14,11931,,trimble,technology,"electronics, electrical equip.",sunnyvale,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/trimble/fortune500/
437,736,3633,19.7,,,2706,463.9,7,7600,,garrett motion,motor vehicles & parts,motor vehicles & parts,plymouth,mi,,,no,no,no,no,yes,no,no,https://fortune.com/company/garrett-motion/fortune500/
438,735,3653.7,72.2,737.3,,12606.4,8164.2,198,2185,,oge energy,energy,utilities: gas and electric,oklahoma city,ok,,,no,yes,no,no,no,no,no,https://fortune.com/company/oge-energy/fortune500/
439,730,3670.9,-3.2,317.8,-13.1,4209.4,8699.1,-95,7800,,lamb weston holdings,"food, beverages & tobacco",food consumer products,eagle,id,,,no,yes,no,no,yes,no,no,https://fortune.com/company/lamb-weston-holdings/fortune500/
440,731,3669,7.4,659,7.3,18553,15670.6,-51,3313,,alliant energy,energy,utilities: gas and electric,madison,wi,,,no,yes,no,no,no,no,no,https://fortune.com/company/alliant-energy/fortune500/
441,729,3673.6,3.4,-1.4,,4958.9,900.1,-65,11500,,pitney bowes,technology,"computers, office equipment",stamford,ct,,,no,no,no,no,no,no,no,https://fortune.com/company/pitney-bowes/fortune500/
442,728,3680.5,11.6,200.8,-13.6,12765.3,5233.6,-30,12720,,southwest gas holdings,energy,utilities: gas and electric,las vegas,nv,,,no,yes,no,yes,yes,no,no,https://fortune.com/company/southwest-gas-holdings/fortune500/
443,732,3664,30.9,307,2970,3538,991.7,51,6900,,resolute forest products,materials,forest and paper products,calhoun,tn,,,no,yes,no,no,no,no,no,https://fortune.com/company/resolute-forest-products/fortune500/
444,725,3712.8,18.8,263,,2939.5,1619.5,-1,19250,,abercrombie & fitch,retailing,specialty retailers: apparel,new albany,oh,,,no,yes,no,yes,no,no,no,https://fortune.com/company/abercrombie-fitch/fortune500/
445,727,3689.5,52.2,474,-29.4,78349.1,3869.2,130,850,,american equity investment life holding,financials,"insurance: life, health (stock)",west des moines,ia,,,no,yes,no,no,yes,no,no,https://fortune.com/company/american-equity-investment-life-holding/fortune500/
446,724,3717.9,20.5,769,27.6,3326.8,31220.3,10,16700,,mettler-toledo international,technology,"scientific, photographic and control equipment",columbus,oh,,,no,yes,no,no,yes,no,no,https://fortune.com/company/mettler-toledo-international/fortune500/
447,722,3745.9,23,396.9,65.4,3239.9,1262.2,19,1657,,m/i homes,engineering & construction,homebuilders,columbus,oh,,,no,yes,no,no,yes,no,no,https://fortune.com/company/mi-homes/fortune500/
448,721,3758.1,41.3,481.7,47.2,3523.2,16870.7,87,58824,,epam systems,technology,information technology services,newtown,pa,,,no,yes,yes,no,yes,no,no,https://fortune.com/company/epam-systems/fortune500/
449,720,3758.8,32,688.5,153.3,5540.5,7079,57,6100,,rh,retailing,specialty retailers: other,corte madera,ca,,,no,yes,no,no,yes,no,no,https://fortune.com/company/rh/fortune500/
450,718,3769.3,57.2,468.5,235.9,1728.9,3100.4,143,5337,,mueller industries,industrials,industrial machinery,collierville,tn,,,no,yes,no,no,yes,no,no,https://fortune.com/company/mueller-industries/fortune500/
451,716,3803.8,6,618.7,12.4,22003.2,8820,-59,5872,,pinnacle west capital,energy,utilities: gas and electric,phoenix,az,,,no,yes,no,no,no,no,no,https://fortune.com/company/pinnacle-west-capital/fortune500/
452,719,3763.7,79.6,-755.8,,12530.8,9243.3,221,26950,,wynn resorts,"hotels, restaurants & leisure","hotels, casinos, resorts",las vegas,nv,,,no,no,no,no,no,no,no,https://fortune.com/company/wynn-resorts/fortune500/
453,711,3828,0.9,49,-88.8,24717.8,24676.2,-77,434,,ventas,financials,real estate,chicago,il,,,no,yes,no,yes,no,no,no,https://fortune.com/company/ventas/fortune500/
454,715,3805.6,21,203.2,50.7,5653.7,6073.8,6,18300,,clean harbors,business services,waste management,norwell,ma,,,no,yes,yes,no,yes,no,no,https://fortune.com/company/clean-harbors/fortune500/
455,714,3805.7,14.4,260.8,42.8,15871.9,,-19,3185,,puget energy,energy,utilities: gas and electric,bellevue,wa,,,no,yes,no,yes,yes,no,no,https://fortune.com/company/puget-energy/fortune500/
456,713,3810.3,31.1,209.9,10.9,10281.6,10002.1,50,30000,,regal rexnord,industrials,"electronics, electrical equip.",beloit,wi,,,no,yes,no,no,yes,no,no,https://fortune.com/company/regal-beloit/fortune500/
457,712,3815.7,15,242.3,,7417.1,14018.7,-15,6611,,godaddy,technology,internet services and retailing,tempe,az,,,no,yes,no,no,no,no,no,https://fortune.com/company/godaddy/fortune500/
458,708,3854.3,25.5,71.7,68.1,8515.3,6419.3,29,16200,,enovis,industrials,industrial machinery,wilmington,de,,,no,yes,no,no,yes,no,no,https://fortune.com/company/colfax/fortune500/
459,709,3845.1,26.2,597.5,121.5,12300.3,9001.4,31,13200,,iac,technology,internet services and retailing,new york,ny,,,no,yes,no,no,yes,no,no,https://fortune.com/company/iac-interactivecorp/fortune500/
460,707,3875,10.3,239.9,111.8,2847.1,1720.5,-39,29000,,sally beauty holdings,retailing,specialty retailers: other,denton,tx,,,no,yes,no,yes,no,no,no,https://fortune.com/company/sally-beauty-holdings/fortune500/
461,706,3886.8,26.1,220.9,,2863.5,2485.5,29,8600,,terex,industrials,construction and farm machinery,norwalk,ct,,,no,yes,no,no,yes,no,no,https://fortune.com/company/terex/fortune500/
462,710,3833,25.9,199,-18.8,2938,2519.4,32,9600,,meritor,motor vehicles & parts,motor vehicles & parts,troy,mi,,,no,yes,no,no,yes,no,no,https://fortune.com/company/meritor/fortune500/
463,705,3890,34.8,49,,9613,6620,64,20300,,marriott vacations worldwide,"hotels, restaurants & leisure","hotels, casinos, resorts",orlando,fl,,,no,yes,no,no,yes,no,no,https://fortune.com/company/marriott-vacations-worldwide/fortune500/
464,702,3930,4.1,1263,78.1,26075,30085.5,-62,6400,,american water works,energy,miscellaneous,camden,nj,,,no,yes,no,yes,no,no,no,https://fortune.com/company/american-water-works/fortune500/
465,704,3905.2,0.1,-78.8,,3507.2,531.2,-76,22000,,diebold nixdorf,technology,"computers, office equipment",hudson,oh,,,no,no,no,no,no,no,no,https://fortune.com/company/diebold-nixdorf/fortune500/
466,701,3940,9.8,47,,5159,4891.1,-45,13300,,api group,engineering & construction,engineering & construction,new brighton,mn,,,no,yes,no,no,yes,no,no,https://fortune.com/company/api-group/fortune500/
467,699,3952.6,59.9,772,-56.5,5942.1,34354.8,151,22540,,align technology,health care,medical products and equipment,tempe,az,,,no,yes,no,no,yes,no,no,https://fortune.com/company/align-technology/fortune500/
468,700,3943.2,-11.3,113.5,-94.4,11812.3,1290.3,-117,11307,,loandepot,financials,diversified financials,foothill ranch,ca,,,no,yes,no,no,no,no,no,https://fortune.com/company/loandepot/fortune500/
469,693,3993.4,5.5,247.9,-33.8,6772.5,3045.4,-55,4300,,mercury general,financials,insurance: property and casualty (stock),los angeles,ca,,,no,yes,no,no,no,no,no,https://fortune.com/company/mercury-general/fortune500/
470,698,3953,16.1,-540.8,,7737.3,5130.6,-14,16100,,spirit aerosystems holdings,aerospace & defense,aerospace & defense,wichita,ks,,,no,no,no,no,yes,no,no,https://fortune.com/company/spirit-aerosystems-holdings/fortune500/
471,697,3959.6,17.2,409.9,24.3,2936.1,8936.9,-10,10982,,toro,industrials,construction and farm machinery,bloomington,mn,,,no,yes,no,no,yes,no,no,https://fortune.com/company/toro/fortune500/
472,695,3982.2,22.1,469.3,66.3,4336.2,2160.1,5,1390,,tri pointe homes,engineering & construction,homebuilders,incline village,nv,,,no,yes,no,no,yes,no,no,https://fortune.com/company/tri-pointe-group/fortune500/
473,696,3980.1,35.4,213.5,200.3,2112.7,1979.7,59,14000,,arcbest,transportation,"trucking, truck leasing",fort smith,ar,,,no,yes,no,yes,yes,no,no,https://fortune.com/company/arcbest/fortune500/
474,689,4021.8,120.3,-189,,4485.6,8760.9,,8662,,peloton interactive,"hotels, restaurants & leisure","toys, sporting goods",new york,ny,,,no,no,no,no,yes,no,no,https://fortune.com/company/peloton-interactive/fortune500/
475,690,4016.2,65.3,419.2,47.4,16327.2,,164,3149,,country financial,financials,insurance: property and casualty (mutual),bloomington,il,,,no,yes,no,no,no,no,no,https://fortune.com/company/country-financial/fortune500/
476,691,4015.3,24,733.6,119.4,7221.5,13456.4,14,8750,,qorvo,technology,semiconductors and other electronic components,greensboro,nc,,,no,yes,no,no,yes,no,no,https://fortune.com/company/qorvo/fortune500/
477,686,4056.8,0.4,1097.5,-0.1,9227.2,49268,-69,15000,,paychex,business services,diversified outsourcing services,rochester,ny,,,no,yes,no,no,no,no,no,https://fortune.com/company/paychex/fortune500/
478,685,4078.1,64,224.9,131.7,2650.7,1408.2,159,11000,,patrick industries,materials,"building materials, glass",elkhart,in,,,no,yes,no,no,yes,no,no,https://fortune.com/company/patrick-industries-2/fortune500/
479,683,4117,64.2,-488,,7536.3,58458.4,156,5661,,snap,technology,internet services and retailing,santa monica,ca,,,no,no,yes,no,yes,no,no,https://fortune.com/company/snap/fortune500/
480,687,4030.8,25.5,493.3,36.9,6443.2,2523.4,21,4056,,atlas air worldwide holdings,transportation,transportation and logistics,purchase,ny,,,no,yes,no,no,no,no,no,https://fortune.com/company/atlas-air-worldwide-holdings/fortune500/
481,681,4122.4,30,215.6,,3294.3,1966.6,33,82000,,bloomin' brands,"hotels, restaurants & leisure",food services,tampa,fl,,,no,yes,no,no,yes,no,no,https://fortune.com/company/bloomin-brands/fortune500/
482,682,4122.2,7.9,441,46.1,36204.4,2945.7,-50,3350,,cno financial group,financials,"insurance: life, health (stock)",carmel,in,,,no,yes,no,no,no,no,no,https://fortune.com/company/cno-financial-group/fortune500/
483,679,4132.9,17.6,369.1,29.7,5170.7,4539.6,-10,18029,,timken,industrials,industrial machinery,north canton,oh,,,no,yes,no,no,yes,no,no,https://fortune.com/company/timken/fortune500/
